Object Id,Average Velocity,Average Delta Altitude,Max Velocity,Average Delta longitude,Average Delta latitude,Average Delta time,longitude traverse,latitude traverse,Altitude Traverse,Time taken
263,4453.475962,35099.2942,4957.624,134203.06,135749.138,43.86067,72426.795,77572.659,530.82,25.50042
264,4920.29463,37339.374,5420.891,162273.6,161493.536,52.02086,89856.345,83913.933,675.599,26.52044
265,4948.027966,43340.363,5516.812,187384.044,172835.19,55.08093,97517.457,88945.025,419.28,28.56049
266,4930.854452,49483.952,5588.113,187260.444,195646.764,59.16102,89728.712,106692.722,858.46,30.60053
267,4757.495526,18528.926,5003.051,148253.188,167834.148,48.96078,58570.014,61166.189,251.818,18.36025
268,4602.489273,24205.451,4944.904,128954.516,123942.452,39.78057,70379.308,62724.616,197.832,21.42032
269,4693.858043,26693.2454,5091.366,147092.586,127554.268,43.86067,76726.383,64873.354,1605.6054,22.44035
270,4785.872138,44364.9776,5392.25,162774.844,158435.722,51.00084,85999.467,93489.421,1558.3982,28.56049
271,4796.963273,25673.8912,5136.577,156997,161869.246,49.98081,71006.825,68431.393,706.663,21.42032
272,4481.875567,46540.624,5160.486,159249.372,151411.476,51.00083,88278.586,82928.858,1048.37,29.58051
273,4600.316042,29969.2677,5036.135,157475.398,158277.734,53.04088,69151.054,75368.377,1445.5027,23.46037
274,4777.787483,44163.9357,5366.4,154740.368,168840.33,52.02086,85616.409,93512.39,481.585,28.56049
275,4660.741619,22349.4646,4986.714,155919.938,151958.75,48.96079,70283.544,58403.765,1085.4986,20.4003
276,4706.763857,23010.3925,5042.222,137246.686,121923.404,40.8006,67022.093,63533.882,1685.0389,20.4003
277,4984.996125,54126.5879,5677.157,176111.134,159250.612,52.02086,109073.072,95723.846,844.528,31.62056
278,4957.917226,49885.628,5625.2,205583.552,197570.912,62.22109,96497.406,101837.136,1440.902,30.60053
279,4500.026448,44182.58,5131.715,183719.938,181729.874,59.16102,87178.229,79879.582,970.049,28.56049
280,4831.121423,35096.017,5297.773,173321.134,157982.92,54.06091,86192.702,78152.77,383.472,25.50042
281,4791.823107,40069.347,5355.249,170010.484,168637.524,53.04088,83789.297,90462.407,1408.281,27.54046
282,4684.999606,57224.663,5470.373,178033.716,191636.896,60.18104,94260.948,101158.498,1140.545,32.64058
283,4559.461429,22887.5217,4898.049,162747.92,158358.946,53.04088,68494.245,57188.553,1353.1597,20.4003
284,4726.53555,20954.6337,5008.692,126867.19,123615.052,39.78058,58378.455,66467.386,593.801,19.38028
285,4627.440087,26953.424,5006.418,131296.556,133312.764,41.82063,72933.083,66837.082,370.803,22.44035
286,4954.8285,46272.79324,5585.804,170170.95,162259.978,52.02086,97240.67,95403.264,1777.83524,29.58051
287,4539.821474,19424.09584,4818.582,149709.064,156511.036,47.94076,52440.522,61147.243,1253.4616,18.36025
288,4920.073531,53937.2392,5631.114,144933.324,170128.27,49.98081,92448.192,108956.045,1412.6836,31.62056
289,4456.37575,20982.1606,4746.646,150936.922,167907.236,51.00084,58515.666,58916.893,141.054,19.38028
290,4793.838174,26643.059,5154.476,134046.262,128666.32,41.82063,75553.916,69757.625,175.18,22.44035
291,4455.383136,24180.21,4816.652,142261.472,131657.322,43.86067,66678.896,61892.881,571.66,21.42032
292,4707.661611,16307.37,4930.512,122341.662,118452.062,38.76055,55648.071,56569.236,314.127,17.34023
293,4986.963263,18058.9492,5249.706,118749.824,119251.936,35.70048,63149.187,62728.648,1652.6242,18.36025
294,4621.946526,19373.8842,4878.343,115531.05,125998.33,36.7205,52354.925,63265.83,433.454,18.36025
295,4727.974292,29091.583,5135.365,120098.276,144107.118,41.82062,67730.593,80811.464,494.184,23.46037
296,4800.0626,31867.9638,5255.979,142542.14,163284.83,47.94076,74830.6,82505.245,1591.4298,24.48039
297,4954.153895,19362.9288,5199.508,137967.166,144410.81,42.84064,63127.708,61885.225,707.832,18.36025
298,5061.02988,32082.5162,5484.54,147324.692,144713.492,42.84064,84203.821,82808.476,1049.7882,24.48039
299,4594.393667,37907.0032,5126.626,168100.102,159645.9,51.00083,83868.601,76857,731.071,26.52044
300,4464.569778,16458.01,4693.716,139627.928,127088.342,43.86067,55754.799,50184.351,72.253,17.34023
301,4628.527217,26514.384,5014.739,131992.526,113166.494,39.78058,76283.638,63023.782,814.157,22.44035
302,5180.996212,56753.23,5903.766,189531.104,170202.288,55.08093,113232.907,107150.284,1437.481,32.64058
303,4589.945609,27894.909,4973.136,178657.534,180180.728,55.08093,65414.407,73030.204,526.24,22.44035
304,4934.536091,56390.618,5676.491,158982.13,186597.646,55.08093,93593.675,113586.933,718.834,32.64058
305,4523.827684,18376.4676,4795.363,154975.182,165253.344,51.00083,61376.696,51708.982,880.5376,18.36025
306,4355.6234,20579.4996,4660.129,121645.548,105863.626,37.74053,60254.984,54143.078,569.816,19.38028
307,4585.299,18124.685,4866.95,122893.708,106161.324,37.74053,62649.234,51992.267,1509.461,18.36025
308,4723.620414,44377.46617,5341.616,153481.556,138028.666,46.92074,90826.903,86049.103,1778.34317,28.56049
309,4952.124643,41657.93157,5496.541,179921.44,177934.466,56.10095,89124.705,91882.468,1293.8584,27.54046
310,4458.84784,32613.3254,4922.951,157529.934,168296.196,52.02085,68400.572,76429.143,458.829,24.48039
311,4757.854818,24539.997,5094.269,137509.776,145594.542,45.90071,69041.323,69188.451,422.673,21.42032
312,4519.5305,16189.267,4756.851,124990.366,120616.726,38.76055,55983.178,51390.068,564.077,17.34023
313,4941.962278,16283.851,5161.278,114141.456,111312.694,34.68046,58197.333,59910.202,643.486,17.34023
314,5061.035452,49729.0468,5714.509,163395.956,157861.236,47.94076,105139.683,97935.648,1491.8218,30.60053
315,4465.275143,23434.4038,4786.128,163831.44,162417.546,51.00083,58741.595,64495.328,149.135,20.4003
316,4892.913652,26616.162,5245.603,136285.842,135513.47,42.84065,77522.361,71046.295,124.461,22.44035
317,4259.156208,28870.919,4700.677,143151.6,138158.962,45.90072,65628.075,67062.416,251.024,23.46037
318,5009.119867,46219.795,5604.109,167940.022,159609.162,53.04088,102301.671,92552.866,62.852,29.58051
319,4705.724742,49146.004,5385.409,200899.938,180213.602,60.18104,98602.219,87688.981,549.326,30.60053
320,4857.049531,52822.344,5578.934,205334.216,179402.194,62.22109,106757.458,91693.927,1414.182,31.62056
321,4675.634871,50475.8307,5383.837,200119.38,183490.532,62.22109,93342.71,91835.901,1805.1397,30.60053
322,4694.098815,38566.3187,5222.492,172557.268,177378.01,57.12097,79214.184,85527,947.772,26.52044
323,4237.488684,18547.257,4508.93,131750.666,138790.736,44.88069,52540.163,53255.598,124.186,18.36025
324,5072.19369,42944.023,5629.052,147674.196,150089.404,46.92074,95155.363,96837.122,589.848,28.56049
325,4388.733895,18259.034,4654.48,150114.866,151771.608,46.92074,54932.968,54939.379,269.169,18.36025
326,4587.783704,37109.721,5123.172,135944.772,134550.53,44.88069,81003.991,79601.425,739.258,26.52044
327,4897.1138,20357.1052,5177.311,144631.356,145857.786,45.90072,63655.033,66252.623,961.9742,19.38028
328,4888.649273,56824.6952,5626.037,173713.32,161505.834,52.02086,110057.15,95245.917,137.887,32.64058
329,4799.58728,31546.1899,5258.651,183577.836,178885.51,57.12097,73529.193,83649.335,1746.6739,24.48039
330,4890.749594,54049.88923,5612.531,169065.138,188542.464,56.10095,95511.344,104923.612,1780.57433,31.62056
331,4634.346968,50921.54933,5326.902,182618.328,200943.584,62.22109,87070.054,95968.597,594.524,30.60053
332,4501.895719,52990.05,5259.659,179625.846,185002.396,62.22109,92591.538,89043.423,803.927,31.62056
333,5120.593269,35032.583,5559.551,180277.614,176870.698,57.12098,87689.727,87845.519,335.085,25.50042
334,4957.984103,42964.249,5517.438,182762.93,179836.832,54.06091,95084.765,91979.661,16.181,28.56049
335,4778.63705,19686.259,5058.2,159728.944,153890.02,47.94077,64630.732,61925.165,610.891,19.38028
336,4738.516105,18256.383,4982.919,121133.064,124593.718,37.74053,56445.457,62650.629,152.043,18.36025
337,4652.534462,34317.972,5138.006,132704.98,144024.224,43.86067,76291.77,81350.802,489.093,25.50042
338,4594.5272,20239.1556,4898.009,135117.45,143789.886,44.8807,58844.975,62454.323,1225.8026,19.38028
339,4929.55832,32783.1596,5349.422,144015.396,139298.21,43.86067,85191.648,76844.2,322.811,24.48039
340,4445.769609,26697.809,4842.608,154572.828,141183.222,46.92074,69376.109,64379.051,617.196,22.44035
341,4581.16,24509.021,4932.604,133969.37,132402.574,43.86067,64587.09,68015.972,460.953,21.42032
342,4785.960583,29295.091,5183.801,139430.292,144312.818,44.88069,74832.841,76297.054,350.327,23.46037
343,4884.377433,46314.31773,5523.997,169039.26,171588.07,53.04088,94208.48,95276.295,1796.45373,29.58051
344,4616.981762,23607.26573,4940.758,155171.758,162104.682,49.98081,60977.689,66813.576,844.188,20.4003
345,4768.314565,27231.6863,5159.854,138290.368,133670.06,42.84065,77303.839,66887.285,1599.2623,22.44035
346,4877.225,50878.6275,5547.99,182995.316,154991.926,53.04088,105714.258,88130.448,1224.5942,30.60053
347,4438.473045,25124.7022,4793.177,169869.894,152229.672,52.02085,64079.287,64047.461,122.448,21.42032
348,4486.685524,22025.969,4837.48,121424.614,130363.172,41.82062,57374.792,66299.961,1675.539,20.4003
349,4757.408333,38586.42,5274.015,147688.47,142746.616,46.92074,90357.42,76452.418,682.067,26.52044
350,4634.337696,27113.9101,5032.247,164341.282,142363.292,48.96079,73960.631,65930.461,1395.4571,22.44035
351,4650.628056,17256.9451,4886.005,130577.7,120053.908,39.78058,56632.535,54119.549,773.704,17.34023
352,4807.403333,37693.374,5304.912,146463.206,133375.572,43.86067,89804.583,79252.401,78.776,26.52044
353,4747.112385,34205.136,5220.258,170039.752,160371.808,52.02086,80229.321,81105.839,430.651,25.50042
354,4780.079,37200.4234,5305.765,166292.068,163243.512,52.02086,86073.114,82169.776,1365.8094,26.52044
355,4467.913656,53762.7484,5225.546,175332.708,172881.068,58.141,89293.809,90698.369,542.155,31.62056
356,4842.450103,43347.294,5418.679,182402.502,179715.588,60.18105,93064.571,88993.619,334.603,28.56049
357,4941.59685,19946.9399,5221.888,158007.734,155190.426,47.94077,64969.147,66214.733,1086.9069,19.38028
358,4905.713406,53663.1299,5612.549,172912.562,159091.894,51.00084,107930.686,92895.317,1087.542,31.62056
359,4720.342938,53473.166,5440.058,206841.544,186326.514,63.24112,98864.872,93436.362,328.952,31.62056
360,4717.18605,20103.6304,5022.714,166059.058,150603.73,51.00084,67251.254,57164.43,1682.7514,19.38028
361,4496.643111,17433.1985,4747.808,121560.15,109745.704,36.72051,54293.435,52577.832,1136.4071,17.34023
362,5067.674533,47130.5741,5672.686,150443.048,154078.256,46.92074,96124.364,101510.798,945.374,29.58051
363,4669.0129,46929.528,5328.705,192188.502,184755.326,59.16102,96096.701,83227.558,1336.3,29.58051
364,5021.876968,50430.98,5657.152,195607.54,185013.656,60.18104,99533.645,101844.133,130.502,30.60053
365,4802.089852,36967.726,5302.88,177516.59,192651.82,57.12097,77960.5,90730.145,107.458,26.52044
366,4276.546368,17945.121,4560.866,129988.864,145501.106,44.88069,52054.477,54757.263,785.566,18.36025
367,4912.727036,40594.252,5449.78,146072.604,139858.312,45.90071,94022.442,85159.801,586.621,27.54046
368,4682.188962,34654.502,5167.58,173313.216,164796.336,53.04088,79275.863,79581.153,625.687,25.50042
369,4975.052037,37534.494,5467.333,168128.762,166682.83,52.02086,88869.561,87166.81,509.591,26.52044
370,5014.309323,49628.766,5663.928,194017.504,182883.044,57.12097,105115.927,95697.622,984.599,30.60053
371,5272.918394,56894.1038,5979.102,218596.158,207264.046,63.24111,113487.579,111550.503,1281.2538,32.64058
372,4555.545281,53654.6348,5290.834,205521.642,203856.224,64.26114,92007.571,92303.422,61.339,31.62056
373,4688.026208,28925.586,5088.982,161545.69,170276.132,55.08093,69536.685,77949.551,122.069,23.46037
374,4663.209667,28935.286,5067.647,148295.626,145558.7,46.92074,78801.768,67631.815,193.199,23.46037
375,4470.467917,28967.541,4895.945,149149.698,137451.3,46.92074,70302.599,69817.65,412.283,23.46037
376,4673.644304,26951.498,5053.616,133526.714,147295.89,45.90072,63229.977,77487.925,682.939,22.44035
377,4263.198263,18317.571,4543.926,115063.74,132097.938,40.8006,51842.76,54610.054,593.419,18.36025
378,4954.323355,49711.762,5609.226,154639.486,149876.176,48.96078,102817.188,95286.518,755.673,30.60053
379,4877.70848,32228.0163,5314.416,183102.344,175348.886,55.08092,80300.072,80057.988,962.1593,24.48039
380,4693.105375,29845.3749,5111.256,150326.228,157804.37,47.94076,69994.339,77702.125,977.5576,23.46037
381,4687.991083,29823.9446,5103.427,139903.11,155330.274,46.92074,69909.485,77610.272,824.855,23.46037
382,4640.052783,27250.354,5025.608,139448.24,148346.406,45.90072,69552.175,70761.023,825.988,22.44035
383,4966.453739,27217.807,5314.26,147460.91,143888.668,44.8807,77927.22,73137.334,128.746,22.44035
384,5095.468192,34150.619,5538.18,165646.326,159993.76,47.94077,87729.568,86850.29,425.759,25.50042
385,4853.493903,49563.1608,5527.475,180306.912,187650.032,56.10095,92537.181,100821.611,1237.3508,30.60053
386,4645.40972,32626.3748,5116.826,160953.494,183612.69,55.08092,68396.192,82795.07,1658.891,24.48039
387,4976.652154,35880.552,5432.391,151176.008,170027.104,49.98081,82804.394,87217.767,479.838,25.50042
388,4403.222158,18299.9784,4690.439,135066.04,145061.228,43.86067,52273.02,57834.939,1262.8974,18.36025
389,5069.015862,44024.6674,5626.232,145984.12,155951.362,46.92074,93690.895,98122.666,591.727,28.56049
390,4905.377091,56593.042,5654.009,204818.628,193054.39,61.20107,111128.089,94910.95,1001.602,32.64058
391,4549.057,24981.068,4907.456,177537.25,160088.304,54.0609,66421.98,65201.472,766.088,21.42032
392,4798.767138,43603.1959,5402.413,147712.828,163404.512,49.98081,81251.199,98156.131,1494.4579,28.56049
393,5072.516567,47218.3839,5685.587,182181.716,194988.682,58.141,101000.368,96877.371,1409.802,29.58051
394,5079.241833,47099.077,5670.277,196072.138,199899.502,59.16102,95038.064,103032.521,382.294,29.58051
395,4456.522846,34498.6946,4986.929,171265.3,176973.686,55.08093,76225.18,73946.523,1788.5116,25.50042
396,4859.279129,50794.5676,5529.692,171276.232,172680.288,56.10095,95074.941,98697.214,959.417,30.60053
397,4680.797778,37755.279,5196.59,171404.792,186307.192,57.12097,76275.036,87667.661,366.03,26.52044
398,4711.37088,31794.053,5144.667,151920.378,166259.178,51.00083,75699.959,78575.059,15.208,24.48039
399,4790.444345,42805.2926,5383.731,167372.294,166729.346,53.04088,91644.742,88175.003,913.9886,28.56049
400,4943.505355,50151.6726,5591.169,195349.87,181978.704,59.16102,103717.38,93772.497,428.771,30.60053
401,4310.372,29165.445,4754.59,169741.18,162249.822,54.0609,66036.24,68441.406,594.166,23.46037
402,4871.299688,53115.0286,5583.771,163452.352,170695.15,55.08093,97407.501,102250.02,1147.4546,31.62056
403,4857.04737,37989.8246,5362.347,176944.876,193702.594,58.141,79466.778,91470.367,606.653,26.52044
404,4798.173879,56577.199,5553.038,174005.612,197804.35,59.16102,94604.011,106331.405,538.332,32.64058
405,4396.727087,26943.465,4795.332,163811.408,169177.766,55.08093,69203.684,62854.928,508.338,22.44035
406,4584.34376,32018.544,5028.303,147462.3,134069.884,46.92074,78249.015,71244.677,42.165,24.48039
407,4301.2859,19813.7786,4636.886,132545.37,129894.168,43.86067,54266.77,58636.654,1776.4006,19.38028
408,4603.552219,54215.6376,5348.268,143860.692,155542.906,51.00084,89626.246,96897.818,768.07,31.62056
409,4813.414909,56750.116,5563.716,199056.292,188711.296,64.26114,109458.546,91813.563,273.165,32.64058
410,4693.18852,31605.341,5130.181,191377.054,163235.692,57.12097,81901.957,71374.736,191.328,24.48039
411,4784.703926,37030.339,5285.364,166757.218,154966.19,51.00083,84836.064,83640.825,127.022,26.52044
412,4934.12287,26436.068,5286.657,160763.86,157732.944,48.96079,75936.435,74125.697,163.537,22.44035
413,4733.100053,17748.6852,5010.869,131494.206,137437.124,40.8006,55575.808,63266.027,1725.4252,18.36025
414,4565.06981,23466.082,4899.384,118748.494,126475.984,38.76055,63140.212,63220.997,1172.2558,20.4003
415,4463.994273,25336.9045,4845.947,130300.308,124842.748,41.82062,67192.279,61607.599,1553.6057,21.42032
416,4558.51,57499.0077,5347.179,164396.074,153457.15,54.0609,97180.312,91862.89,460.891,32.64058
417,4625.53608,31798.4188,5096.254,174301.628,165828.25,57.12097,77144.424,73972.395,1533.9478,24.48039
418,4688.909,25503.0724,5041.928,148631.832,138359.346,45.90071,71469.021,64394.828,993.6426,21.42032
419,4362.8295,20822.1406,4670.644,131805.438,118693.404,40.8006,60330.694,54275.302,738.164,19.38028
420,5004.757032,49765.541,5644.669,161391.458,153810.818,49.98081,101072.829,99517.999,272.964,30.60053
421,5176.760355,49376.84787,5822.615,205308.742,203841.03,61.20106,104219.971,104347.965,1809.56387,30.60053
422,4694.95345,21493.31987,4981.29,171073.598,161294.356,49.98081,66890.579,56920.943,705.848,19.38028
423,4494.0576,20489.6232,4805.46,127344.676,114941.018,38.76056,60429.838,58041.579,1292.9302,19.38028
424,4703.891481,38204.4492,5216.204,134961.886,148076.278,45.90072,74477.128,90044.399,309.594,26.52044
425,4619.20612,31672.952,5060.127,147685.668,167724.416,51.00083,73243.274,77625.238,37.605,24.48039
426,4623.503714,39769.623,5178.42,150254.856,167450.35,52.02085,77025.733,89860,59.506,27.54046
427,4868.462375,52517.866,5574.946,182065.758,184099.058,59.16102,105049.819,94242.379,809.577,31.62056
428,4936.895828,43597.894,5507.528,195300.084,190076.892,60.18105,90250.912,95844.076,574.083,28.56049
429,4540.400852,37413.0577,5092.212,164343.898,180113.988,55.08093,74089.384,84290.524,1396.8037,26.52044
430,5022.840136,25540.9705,5367.133,146085.448,158801.476,47.94076,72036.624,74498.043,1687.4948,21.42032
431,4428.569087,28129.5498,4823.297,137222.78,142635.836,43.86067,65158.17,68085.888,359.574,22.44035
432,4765.604435,26784.223,5133.432,130964.26,146183.484,44.8807,65789.4,78171.647,427.694,22.44035
433,4863.017862,43189.903,5434.781,158301.222,168623.632,51.00084,92529.986,90451.146,99.6,28.56049
